r, g, b
0.22319359562627933, 0.19470914643011858, 0.21166860558494233
0.25498336784835135, 0.21913148926407378, 0.2225169030063395
0.3861882754757307, 0.3238465000441933, 0.30435158670794143
0.3391014733279657, 0.28457116208520955, 0.27127892325997827
0.40963480987589906, 0.35306055950596016, 0.35309029063446157
0.34286422357502044, 0.28771953490547747, 0.2660341244380083
0.5469318695950183, 0.5418274576958567, 0.546041498203502
0.42069490648852403, 0.34347068292374794, 0.3247353248853591
0.3281316042363729, 0.29170132906419194, 0.29986382753390506
0.26456208438181894, 0.2620211277821496, 0.2695638550169344
0.1907821954706161, 0.17036911433765753, 0.18817422982641066
0.26027513717670764, 0.21430205073744935, 0.24855926992462984
0.1532173615895338, 0.1354920837282433, 0.1506249361934407
0.4669385855843503, 0.40369451435357295, 0.3950774896109177
0.42424846145757117, 0.394806161175026, 0.41919562086777934
0.4962311292418781, 0.42181773961022884, 0.40523282846360453
0.31549693300637205, 0.3029877469546748, 0.31485795689704643
0.46268362565507143, 0.37709344781788423, 0.35602013386082193
0.38056068472227544, 0.3233542948210582, 0.2982143118173197
0.26481766947781027, 0.2307817148288597, 0.24061787550178662
0.2048826967801161, 0.16446074283944953, 0.19030927977048726
0.33622045964636754, 0.2821754226769845, 0.29497897960154984
0.5064920595998567, 0.276486790485233, 0.3043513221244338
0.46624835125291547, 0.3867849247288509, 0.38118125865280383
0.4938492052834066, 0.4486435193787056, 0.4399376962158455
0.8158411160510128, 0.812962729996328, 0.8154448366591772
0.7805529664599453, 0.7658765133003613, 0.7714396171332516
0.5287560586485381, 0.4088230339981601, 0.4043465922526872
0.5815644097106264, 0.5407689307360206, 0.5577346419830983
0.34621420220375004, 0.34281873912259636, 0.33691707100735346
0.2837855679825116, 0.2704962241036176, 0.2791555525892269
0.4530843303177192, 0.4107470891709517, 0.4026663573505777
0.556268414764481, 0.4096671261189748, 0.3994615579527832
0.6003257459343831, 0.5461704760875975, 0.5426984121041014
0.7039064192129106, 0.3584814910945366, 0.35621005250359944
0.7028627693026291, 0.7023532799357567, 0.7137464061362239
0.5960329966520831, 0.5506467388085162, 0.5569404562022334
