r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,r49,g49,b49,r50,g50,b50,r51,g51,b51,r52,g52,b52,r53,g53,b53,r54,g54,b54,r55,g55,b55,r56,g56,b56,r57,g57,b57,r58,g58,b58,r59,g59,b59,r60,g60,b60,r61,g61,b61,r62,g62,b62,r63,g63,b63,r64,g64,b64,r65,g65,b65,r66,g66,b66,r67,g67,b67,r68,g68,b68,r69,g69,b69,r70,g70,b70,r71,g71,b71,r72,g72,b72,r73,g73,b73,r74,g74,b74,r75,g75,b75,r76,g76,b76,r77,g77,b77,r78,g78,b78,r79,g79,b79,r80,g80,b80,cluster
0.640891,0.42305,0.427878,0.727644,0.57078,0.553896,0.850213,0.745849,0.705342,0.859925,0.772929,0.731814,0.702783,0.618645,0.597277,0.484026,0.390772,0.398085,0.421115,0.319792,0.336507,0.426022,0.318896,0.336202,0.42746,0.316657,0.335595,0.646341,0.432678,0.435501,0.728983,0.571116,0.552859,0.825414,0.718783,0.682632,0.854825,0.763872,0.723924,0.701765,0.61611,0.596452,0.483176,0.391051,0.398188,0.408179,0.308131,0.325636,0.413741,0.308827,0.328278,0.417665,0.310164,0.3319,0.649609,0.446203,0.447004,0.712029,0.552046,0.535329,0.815541,0.708854,0.672358,0.834973,0.742844,0.704507,0.701871,0.616254,0.598182,0.482766,0.394148,0.402406,0.408799,0.312771,0.3305,0.407908,0.30786,0.328056,0.413405,0.309391,0.332138,0.645707,0.45236,0.452364,0.701213,0.541606,0.522849,0.794719,0.689713,0.651515,0.795939,0.701724,0.665961,0.682826,0.596099,0.57882,0.480894,0.394253,0.401469,0.41839,0.323528,0.339978,0.426164,0.328111,0.346999,0.418007,0.318525,0.340595,0.644596,0.464873,0.46252,0.692485,0.543793,0.523283,0.782395,0.679209,0.640792,0.785556,0.688581,0.653544,0.677097,0.588713,0.572717,0.491004,0.402188,0.408744,0.435879,0.343295,0.358305,0.438223,0.343365,0.360071,0.416909,0.322585,0.343988,0.644101,0.479106,0.472666,0.691136,0.552609,0.529249,0.774673,0.670581,0.632541,0.777446,0.681014,0.646767,0.680259,0.588492,0.573782,0.506057,0.413001,0.417822,0.443648,0.350272,0.363802,0.453382,0.357657,0.372338,0.422296,0.329851,0.350436,0.648891,0.500284,0.492123,0.690347,0.561296,0.538704,0.769924,0.664467,0.627467,0.764456,0.668788,0.636318,0.678569,0.584786,0.571532,0.528912,0.432434,0.438132,0.468081,0.37373,0.386572,0.469335,0.373546,0.386672,0.435529,0.343554,0.362133,0.648685,0.516286,0.507672,0.698582,0.576636,0.552387,0.758512,0.654141,0.619343,0.748943,0.65379,0.623726,0.660277,0.567213,0.556493,0.53218,0.436282,0.442032,0.477654,0.384342,0.397468,0.471759,0.379518,0.392316,0.43828,0.348686,0.366153,0.631942,0.514646,0.508832,0.69626,0.581379,0.557182,0.727928,0.625285,0.594879,0.719316,0.625332,0.60029,0.629729,0.539888,0.532182,0.527417,0.433953,0.440133,0.480269,0.388457,0.403427,0.483078,0.391624,0.405889,0.427943,0.343439,0.361163,cluster2
0.616899,0.384008,0.399474,0.615422,0.423792,0.428251,0.73749,0.61929,0.59631,0.863423,0.788065,0.742904,0.849264,0.78335,0.747297,0.617698,0.549249,0.544674,0.437379,0.351581,0.368882,0.407741,0.311836,0.333208,0.401727,0.302364,0.323415,0.62969,0.399916,0.412163,0.624993,0.441237,0.442757,0.746497,0.63231,0.60657,0.843265,0.762302,0.720093,0.815407,0.743504,0.713802,0.610802,0.538668,0.536007,0.442392,0.354903,0.372003,0.41142,0.314712,0.33591,0.407807,0.305192,0.328223,0.613827,0.423459,0.429888,0.620542,0.461285,0.459437,0.733674,0.623811,0.599449,0.817795,0.730244,0.691943,0.783057,0.708405,0.682312,0.586277,0.511914,0.511069,0.437125,0.351179,0.369124,0.409628,0.317047,0.339063,0.405735,0.306592,0.330912,0.589257,0.427154,0.432457,0.608264,0.46553,0.462645,0.725813,0.617569,0.590449,0.789706,0.700986,0.662712,0.75379,0.680904,0.655681,0.563485,0.486503,0.485823,0.433007,0.344409,0.360615,0.415841,0.321772,0.342564,0.409568,0.311471,0.335535,0.567618,0.429079,0.434901,0.617633,0.487104,0.481932,0.723522,0.621201,0.591845,0.765438,0.681157,0.645296,0.741641,0.669901,0.645828,0.575159,0.494559,0.494783,0.467127,0.376305,0.390677,0.446808,0.352525,0.371356,0.432948,0.337362,0.358462,0.582278,0.45225,0.456855,0.647872,0.521759,0.511491,0.723541,0.627062,0.595144,0.750319,0.670026,0.636068,0.724311,0.651543,0.631042,0.590967,0.507693,0.508564,0.502655,0.410158,0.423202,0.476797,0.381571,0.397667,0.450725,0.35753,0.375683,0.561603,0.442649,0.448696,0.642584,0.526061,0.514831,0.719468,0.627767,0.597433,0.730005,0.650796,0.62275,0.709885,0.634459,0.616727,0.595549,0.512828,0.512315,0.526131,0.434552,0.446234,0.504926,0.410289,0.42545,0.472345,0.380843,0.397444,0.563106,0.457573,0.463349,0.636039,0.532175,0.521128,0.697738,0.612405,0.586426,0.709214,0.630196,0.606474,0.693427,0.616408,0.601328,0.589765,0.509263,0.508755,0.516015,0.429767,0.441316,0.491385,0.402802,0.418075,0.459621,0.374823,0.391472,0.561571,0.469223,0.474556,0.625683,0.533313,0.522768,0.671651,0.593865,0.57189,0.681121,0.605929,0.58576,0.663364,0.589155,0.577865,0.567377,0.49042,0.493246,0.495158,0.414576,0.428612,0.46248,0.380843,0.399069,0.433327,0.356127,0.376444,cluster2
0.616589,0.396365,0.404043,0.639415,0.436358,0.434107,0.738479,0.580169,0.558253,0.824001,0.70207,0.663919,0.825854,0.713359,0.679055,0.697553,0.5896,0.570772,0.550177,0.431471,0.429226,0.485875,0.359046,0.363498,0.449507,0.320527,0.32767,0.623214,0.408087,0.41267,0.64902,0.455336,0.450131,0.738692,0.583125,0.559968,0.798801,0.671626,0.637059,0.790574,0.672955,0.644213,0.677905,0.566618,0.551074,0.531401,0.415619,0.41654,0.473016,0.350476,0.357145,0.424518,0.301518,0.312161,0.607997,0.426813,0.426569,0.646822,0.476151,0.467662,0.723384,0.572001,0.551192,0.775965,0.644406,0.613495,0.766196,0.645269,0.618758,0.656166,0.541812,0.529332,0.516118,0.403484,0.406532,0.46415,0.349027,0.35748,0.40688,0.293913,0.306631,0.583773,0.427682,0.426436,0.638508,0.483702,0.473223,0.714029,0.564658,0.541458,0.758009,0.626887,0.595536,0.743495,0.623754,0.598372,0.644083,0.525863,0.513532,0.523672,0.407975,0.409284,0.479924,0.36508,0.371297,0.411852,0.302713,0.314216,0.569036,0.429193,0.429223,0.652347,0.506774,0.494325,0.712354,0.570151,0.545144,0.739091,0.613058,0.583264,0.7267,0.60581,0.582301,0.653738,0.531692,0.520025,0.566097,0.445051,0.44258,0.52584,0.409666,0.411593,0.452175,0.340785,0.347748,0.580087,0.452279,0.450953,0.679235,0.541087,0.524041,0.713738,0.579847,0.552335,0.723665,0.601418,0.573792,0.71613,0.592422,0.570573,0.66518,0.53919,0.526993,0.60354,0.478469,0.473583,0.5705,0.450535,0.448869,0.494846,0.380569,0.383485,0.557544,0.439932,0.440339,0.67261,0.544644,0.527176,0.710278,0.583674,0.557174,0.710512,0.591121,0.566266,0.707319,0.584391,0.562334,0.671302,0.545352,0.531136,0.626391,0.50103,0.494943,0.605458,0.481621,0.478895,0.533323,0.416748,0.416842,0.55578,0.45066,0.454183,0.671104,0.555006,0.54009,0.700744,0.581746,0.557018,0.701651,0.584204,0.561383,0.701,0.577617,0.556732,0.670905,0.545612,0.531039,0.628712,0.505316,0.498884,0.601925,0.481178,0.478464,0.536288,0.42496,0.423916,0.541903,0.450323,0.454827,0.656897,0.553731,0.539841,0.676247,0.567802,0.54607,0.676274,0.566388,0.54657,0.672002,0.554249,0.53803,0.639246,0.521588,0.510526,0.601366,0.485664,0.482022,0.570051,0.459247,0.459986,0.518888,0.41686,0.418613,cluster2
0.703566,0.543543,0.530185,0.731985,0.569557,0.553645,0.74813,0.580498,0.556912,0.746483,0.576493,0.544955,0.735095,0.567566,0.535681,0.689961,0.530833,0.50614,0.630328,0.483001,0.467795,0.582426,0.452041,0.441472,0.572397,0.451733,0.442055,0.724119,0.562833,0.547082,0.742168,0.579695,0.562454,0.736209,0.568856,0.545356,0.703941,0.534256,0.504979,0.668799,0.5038,0.474068,0.605583,0.454653,0.430884,0.531156,0.400021,0.385891,0.482831,0.370187,0.365207,0.490003,0.386805,0.38446,0.712887,0.556629,0.540662,0.72659,0.56809,0.551953,0.748707,0.581988,0.560048,0.717342,0.547275,0.518743,0.664951,0.500402,0.472459,0.616962,0.468237,0.446154,0.550673,0.426451,0.413279,0.482852,0.380848,0.376453,0.463775,0.369083,0.370327,0.725474,0.572594,0.554798,0.722803,0.564535,0.546783,0.74982,0.581841,0.558044,0.764519,0.590974,0.560348,0.743872,0.575145,0.544285,0.686125,0.532379,0.507036,0.593471,0.462787,0.446849,0.53745,0.427826,0.41865,0.491142,0.392607,0.388239,0.739539,0.589548,0.567383,0.73623,0.581408,0.558327,0.72821,0.563032,0.534428,0.740771,0.566141,0.531051,0.745385,0.570716,0.53524,0.688794,0.524818,0.493881,0.608344,0.464457,0.442886,0.594909,0.469909,0.455553,0.561384,0.451622,0.440217,0.774312,0.629978,0.607651,0.783938,0.636338,0.612632,0.789592,0.632308,0.603234,0.787939,0.618178,0.584093,0.751344,0.572643,0.537894,0.724141,0.553183,0.523351,0.675602,0.522167,0.499982,0.661461,0.528981,0.511321,0.629277,0.50921,0.492802,0.774436,0.630064,0.607243,0.786792,0.63871,0.613066,0.800024,0.640919,0.610258,0.801276,0.630086,0.59554,0.766741,0.586705,0.553093,0.731916,0.560362,0.533314,0.692138,0.537192,0.515098,0.680952,0.542851,0.523738,0.65315,0.527038,0.508105,0.78287,0.63692,0.614024,0.791565,0.641224,0.614879,0.807375,0.643708,0.612536,0.808908,0.633572,0.59824,0.769134,0.588082,0.553615,0.725124,0.555404,0.527827,0.687412,0.537699,0.5142,0.6878,0.555628,0.533386,0.672767,0.551154,0.527598,0.770793,0.625332,0.60197,0.790141,0.638118,0.610886,0.800862,0.635466,0.605995,0.804484,0.626834,0.59505,0.769463,0.586147,0.553947,0.722228,0.552291,0.526021,0.683345,0.536577,0.513597,0.683719,0.558585,0.53593,0.660013,0.543405,0.521651,cluster2
0.74864,0.559608,0.530499,0.769145,0.575997,0.542665,0.788027,0.592422,0.556039,0.80214,0.604037,0.564627,0.812376,0.61179,0.569891,0.822722,0.620001,0.575928,0.827575,0.623536,0.578318,0.819795,0.615325,0.571439,0.805458,0.60106,0.559113,0.685984,0.502524,0.483205,0.692275,0.505696,0.483428,0.699493,0.511466,0.486512,0.717119,0.527266,0.498651,0.744208,0.550885,0.518208,0.768556,0.571921,0.535756,0.786832,0.587079,0.547624,0.799962,0.597439,0.555162,0.805861,0.601544,0.557762,0.634755,0.462935,0.453186,0.613621,0.445439,0.434138,0.593256,0.429441,0.418215,0.583297,0.422694,0.409358,0.586458,0.425966,0.410818,0.608326,0.443986,0.426619,0.645947,0.476481,0.455473,0.683428,0.507224,0.481657,0.713854,0.530616,0.500531,0.633586,0.464227,0.456114,0.604327,0.443082,0.434624,0.562511,0.410477,0.403559,0.524163,0.380729,0.375203,0.513432,0.372213,0.365417,0.515779,0.374794,0.367044,0.532846,0.390006,0.379673,0.564812,0.418113,0.404045,0.610671,0.45242,0.432621,0.669493,0.493366,0.481835,0.648431,0.478059,0.46581,0.610078,0.4489,0.438235,0.578558,0.425115,0.415294,0.545558,0.400046,0.39191,0.534238,0.392639,0.383734,0.528262,0.388882,0.37896,0.542106,0.401008,0.388888,0.562862,0.414985,0.399461,0.710561,0.526642,0.506875,0.706009,0.521874,0.501242,0.684994,0.504297,0.484412,0.658437,0.483917,0.464623,0.633035,0.465596,0.447208,0.609082,0.448859,0.432082,0.593766,0.438059,0.421934,0.589267,0.434501,0.418318,0.606836,0.447358,0.428229,0.73406,0.546915,0.522666,0.741607,0.551148,0.525652,0.737397,0.545292,0.518999,0.725464,0.534273,0.506776,0.707538,0.520111,0.492815,0.688656,0.506658,0.47986,0.673158,0.495397,0.468819,0.66954,0.492865,0.465244,0.676681,0.496861,0.467989,0.749418,0.561362,0.533844,0.758142,0.566606,0.537851,0.756102,0.562589,0.533197,0.753968,0.557823,0.526408,0.746082,0.549763,0.517632,0.737562,0.542636,0.510141,0.731031,0.537246,0.503781,0.72721,0.533557,0.4994,0.729944,0.534961,0.499643,0.766992,0.577883,0.545062,0.771187,0.580642,0.545533,0.764577,0.57401,0.539349,0.758529,0.567738,0.532734,0.755926,0.564568,0.529436,0.753382,0.560986,0.526277,0.755757,0.561168,0.526009,0.758366,0.561463,0.524926,0.761845,0.562422,0.524913,cluster2
0.818464,0.676208,0.642537,0.821725,0.678843,0.646745,0.818821,0.67424,0.643296,0.80767,0.659931,0.62962,0.786142,0.63604,0.606182,0.770038,0.617039,0.587312,0.736458,0.589377,0.564989,0.748897,0.613294,0.590878,0.763459,0.627779,0.602187,0.701752,0.543503,0.520896,0.683306,0.530058,0.50719,0.689872,0.536213,0.512047,0.703567,0.54654,0.520465,0.723443,0.56084,0.531628,0.720454,0.556214,0.526326,0.698217,0.542099,0.516586,0.708931,0.565475,0.539848,0.702015,0.56363,0.535807,0.613474,0.459566,0.443256,0.623872,0.482532,0.466879,0.623086,0.488006,0.472769,0.595749,0.45839,0.441194,0.627937,0.480593,0.458579,0.643126,0.491103,0.467701,0.629787,0.486008,0.466987,0.637147,0.501201,0.481351,0.628291,0.497331,0.474036,0.498986,0.381639,0.372586,0.547563,0.446929,0.438794,0.517901,0.434854,0.428738,0.45105,0.370938,0.363828,0.449578,0.361264,0.350887,0.51403,0.406203,0.389997,0.525408,0.417142,0.40366,0.547342,0.436211,0.418632,0.593167,0.479021,0.455966,0.582074,0.486821,0.477535,0.670589,0.59333,0.584504,0.72892,0.660262,0.651685,0.752231,0.686432,0.677593,0.677515,0.608292,0.597666,0.692759,0.602094,0.586213,0.636684,0.545991,0.535042,0.542851,0.459159,0.446116,0.595674,0.504472,0.486861,0.575411,0.491641,0.482659,0.656906,0.582202,0.572478,0.675993,0.604066,0.593733,0.672322,0.600715,0.590589,0.601359,0.525151,0.513298,0.631154,0.542406,0.527754,0.642132,0.560431,0.549784,0.588788,0.516611,0.505683,0.6519,0.574487,0.561458,0.596353,0.518199,0.511243,0.684778,0.610247,0.602012,0.648168,0.567456,0.557136,0.615118,0.532406,0.521339,0.599894,0.512536,0.500273,0.563076,0.471989,0.458874,0.576925,0.493627,0.482449,0.62828,0.556311,0.546141,0.672897,0.601129,0.59053,0.603014,0.528061,0.521858,0.669334,0.599863,0.592315,0.611335,0.537523,0.527595,0.594156,0.509607,0.496268,0.651543,0.560523,0.545086,0.564818,0.479117,0.46506,0.544146,0.469906,0.45953,0.666945,0.600028,0.590825,0.664499,0.597731,0.588871,0.599905,0.528687,0.519754,0.678616,0.61258,0.60291,0.641903,0.572394,0.561176,0.625221,0.544847,0.530272,0.71575,0.632269,0.6165,0.642458,0.560388,0.545554,0.596298,0.525969,0.515544,0.700623,0.638351,0.629765,0.633814,0.570304,0.562157,cluster2
0.778826,0.612172,0.568,0.784667,0.616156,0.570399,0.78736,0.617818,0.570782,0.781458,0.611093,0.565582,0.769289,0.598216,0.555049,0.75583,0.584489,0.5427,0.744645,0.57403,0.533333,0.729335,0.559967,0.521652,0.716877,0.548589,0.512894,0.713232,0.555084,0.532442,0.725394,0.564228,0.539759,0.736149,0.571662,0.545428,0.741852,0.575002,0.547086,0.747213,0.578915,0.549596,0.735581,0.566486,0.534559,0.725606,0.556035,0.521663,0.723268,0.553746,0.517411,0.719868,0.550425,0.514627,0.640314,0.497914,0.488194,0.644236,0.500512,0.489432,0.647247,0.501617,0.488462,0.651167,0.503864,0.488944,0.656482,0.507376,0.490633,0.6651,0.512882,0.491444,0.666636,0.511379,0.485441,0.664064,0.506467,0.476912,0.666486,0.506896,0.47763,0.634896,0.492825,0.484175,0.633086,0.491347,0.481483,0.629941,0.488094,0.476905,0.627176,0.48575,0.473013,0.62803,0.485571,0.47173,0.641026,0.495896,0.478294,0.655416,0.50709,0.48482,0.663259,0.512139,0.486798,0.659394,0.506928,0.481842,0.656261,0.506307,0.496685,0.655387,0.505789,0.495961,0.651617,0.501476,0.489986,0.648331,0.497986,0.484714,0.650375,0.497798,0.483009,0.667729,0.512229,0.493961,0.685351,0.52682,0.505724,0.699272,0.538437,0.514428,0.696566,0.534924,0.511295,0.66402,0.511309,0.500898,0.66407,0.511396,0.501067,0.661621,0.50726,0.495384,0.659487,0.503672,0.49009,0.66532,0.506666,0.490968,0.680873,0.519176,0.500757,0.697029,0.532486,0.511974,0.713171,0.545852,0.523235,0.710648,0.542624,0.519816,0.670612,0.517294,0.506937,0.667593,0.514146,0.503697,0.664511,0.509332,0.497309,0.663627,0.506599,0.492754,0.673092,0.510532,0.49378,0.687389,0.521539,0.502522,0.704473,0.535958,0.515378,0.721316,0.550161,0.527861,0.719709,0.548405,0.52632,0.682088,0.532451,0.519127,0.676325,0.526342,0.512629,0.671312,0.520463,0.505249,0.668139,0.51547,0.499005,0.67712,0.519492,0.501011,0.694134,0.532182,0.511831,0.709851,0.544356,0.522721,0.722607,0.554014,0.530885,0.723065,0.553222,0.529949,0.703425,0.565907,0.542703,0.701971,0.562961,0.539685,0.701528,0.560323,0.537032,0.702837,0.55853,0.535766,0.707058,0.558164,0.535752,0.715499,0.561795,0.537634,0.718969,0.56109,0.535256,0.721872,0.560422,0.533324,0.717109,0.555022,0.528308,cluster2
0.618467,0.588205,0.609121,0.63532,0.606381,0.627674,0.578478,0.545526,0.565391,0.602544,0.555007,0.571491,0.598095,0.55642,0.577003,0.564434,0.535463,0.556637,0.631915,0.605467,0.626315,0.623985,0.598818,0.619863,0.639619,0.615658,0.637172,0.611807,0.580218,0.601623,0.627567,0.597302,0.618389,0.608542,0.576756,0.597042,0.573336,0.535354,0.555144,0.57472,0.539013,0.56023,0.592513,0.564054,0.585202,0.637924,0.611924,0.632746,0.604789,0.579674,0.60105,0.640401,0.616611,0.638252,0.611225,0.579439,0.59626,0.605331,0.572754,0.588861,0.632443,0.602112,0.620086,0.570839,0.536927,0.555171,0.562885,0.532035,0.552498,0.626555,0.598677,0.618416,0.623366,0.596166,0.615897,0.599921,0.573765,0.594025,0.643265,0.618543,0.638982,0.610637,0.579253,0.594572,0.57434,0.540971,0.555583,0.636856,0.607632,0.624764,0.595076,0.562727,0.580029,0.581112,0.552189,0.571494,0.640359,0.613647,0.63267,0.59552,0.569263,0.588679,0.598744,0.573854,0.593523,0.64256,0.61885,0.638733,0.611579,0.579167,0.593635,0.560283,0.525438,0.539363,0.619702,0.588241,0.603814,0.624893,0.594266,0.610886,0.612158,0.583081,0.600813,0.633721,0.605756,0.623699,0.573992,0.54639,0.564861,0.598532,0.571861,0.591196,0.643494,0.617961,0.637156,0.606656,0.573556,0.587812,0.554851,0.519476,0.533413,0.586116,0.552338,0.567238,0.632903,0.603328,0.619948,0.627947,0.598769,0.616275,0.602657,0.572963,0.590927,0.559917,0.530115,0.548196,0.591914,0.562464,0.582106,0.63641,0.608134,0.62771,0.579823,0.545494,0.561373,0.534388,0.49606,0.511434,0.537018,0.501015,0.517872,0.599018,0.567547,0.586229,0.606417,0.575764,0.595266,0.544063,0.51283,0.532822,0.541919,0.51003,0.530644,0.563788,0.532154,0.553192,0.610123,0.579806,0.600646,0.518304,0.478241,0.495993,0.522766,0.473286,0.49039,0.515208,0.468604,0.487794,0.523835,0.486002,0.508293,0.528738,0.493341,0.516655,0.496518,0.461871,0.485905,0.511017,0.476145,0.501854,0.51068,0.476645,0.501356,0.530728,0.497468,0.521322,0.523023,0.471277,0.487506,0.545539,0.487772,0.504684,0.543013,0.486255,0.505257,0.521491,0.474455,0.496972,0.514599,0.476812,0.502656,0.494864,0.459113,0.486355,0.516643,0.480855,0.50901,0.509055,0.474963,0.503827,0.500195,0.466563,0.494549,cluster2
0.769408,0.574479,0.533379,0.785016,0.585749,0.541498,0.795209,0.592085,0.54625,0.798418,0.593553,0.546127,0.788415,0.583469,0.537959,0.775506,0.57142,0.529407,0.769262,0.56665,0.525995,0.770166,0.573382,0.533944,0.767494,0.592182,0.557159,0.765846,0.571816,0.52879,0.784958,0.587666,0.541778,0.794286,0.592536,0.546189,0.79634,0.591527,0.544142,0.798013,0.593407,0.546144,0.79234,0.587873,0.542662,0.778581,0.574245,0.531936,0.76219,0.564509,0.525823,0.761102,0.587607,0.553681,0.752608,0.558594,0.519558,0.76743,0.570696,0.528334,0.784886,0.584269,0.539702,0.789617,0.585625,0.5401,0.792015,0.587371,0.542096,0.796072,0.591087,0.545295,0.791981,0.587021,0.542032,0.765466,0.565268,0.523532,0.756325,0.579472,0.543084,0.746427,0.552659,0.518067,0.756034,0.560251,0.522446,0.769217,0.571088,0.529774,0.776074,0.575502,0.532522,0.782118,0.580062,0.535841,0.788452,0.585463,0.540241,0.78851,0.584507,0.538998,0.767788,0.571142,0.528836,0.765928,0.58849,0.54841,0.744335,0.549932,0.516999,0.748397,0.55271,0.517298,0.757079,0.560033,0.521339,0.763911,0.565607,0.525075,0.767404,0.567898,0.526576,0.77294,0.572589,0.529895,0.776428,0.574534,0.531217,0.755425,0.55993,0.520998,0.767595,0.591875,0.554547,0.736287,0.543927,0.510642,0.726477,0.537318,0.503359,0.715552,0.53032,0.496525,0.720357,0.533759,0.49861,0.736333,0.543802,0.505919,0.760855,0.561312,0.520078,0.765866,0.564097,0.522188,0.756217,0.560477,0.522633,0.770494,0.589695,0.554049,0.744414,0.555963,0.522062,0.692069,0.515329,0.484361,0.701483,0.533529,0.504872,0.696447,0.533152,0.506176,0.675353,0.504376,0.474665,0.725745,0.53717,0.500721,0.761875,0.562386,0.522969,0.752277,0.560155,0.525289,0.752646,0.573531,0.541293,0.710489,0.537709,0.509303,0.673424,0.507103,0.481004,0.710491,0.554782,0.532344,0.764827,0.610428,0.588338,0.722899,0.564277,0.540117,0.686207,0.51524,0.48591,0.753316,0.558804,0.522598,0.747515,0.557554,0.52652,0.713152,0.538237,0.510485,0.50301,0.390208,0.375877,0.469576,0.358731,0.345103,0.513418,0.410211,0.398488,0.561735,0.457392,0.445493,0.569612,0.462156,0.448801,0.497417,0.384198,0.368309,0.538786,0.404481,0.382425,0.565432,0.428562,0.408683,0.53844,0.41357,0.394837,cluster2
0.740855,0.610466,0.59415,0.667079,0.528613,0.512873,0.617891,0.457657,0.438654,0.604457,0.457226,0.448984,0.553848,0.441981,0.431648,0.695949,0.618414,0.591882,0.862757,0.798229,0.76393,0.821364,0.74694,0.721041,0.545846,0.439724,0.427272,0.708116,0.591979,0.578667,0.642943,0.513872,0.499563,0.59005,0.43983,0.421657,0.610797,0.46393,0.453243,0.549769,0.429475,0.417024,0.686525,0.604664,0.577646,0.826316,0.761317,0.727714,0.830777,0.757393,0.733996,0.483083,0.381194,0.371932,0.729565,0.623461,0.612934,0.660838,0.544491,0.532756,0.588036,0.446837,0.429758,0.595656,0.450014,0.437429,0.581152,0.458047,0.443935,0.683684,0.599295,0.572226,0.800233,0.734294,0.701571,0.85066,0.779525,0.758882,0.494122,0.392464,0.384372,0.710207,0.602715,0.591504,0.662562,0.5514,0.540022,0.556653,0.424707,0.408104,0.571679,0.430192,0.416751,0.593312,0.471253,0.458013,0.665287,0.581742,0.555145,0.801184,0.735696,0.704332,0.860836,0.790252,0.770904,0.455309,0.359464,0.351478,0.669461,0.55642,0.54348,0.662957,0.550801,0.537699,0.583046,0.452551,0.435186,0.600978,0.460381,0.44493,0.601028,0.481033,0.467073,0.638515,0.558694,0.533938,0.78712,0.721164,0.693054,0.833036,0.761567,0.743096,0.444261,0.349379,0.340358,0.687382,0.571977,0.555836,0.721143,0.610499,0.594264,0.641175,0.521216,0.50281,0.593276,0.467889,0.451943,0.573463,0.467852,0.454526,0.613744,0.540673,0.520124,0.77456,0.713258,0.689332,0.805148,0.737669,0.720737,0.472252,0.379102,0.36784,0.600527,0.48426,0.467654,0.665717,0.557548,0.541251,0.652252,0.54543,0.52915,0.617362,0.51029,0.49507,0.582576,0.488056,0.475128,0.615795,0.546898,0.530915,0.731792,0.674438,0.656698,0.730934,0.665441,0.651484,0.453972,0.3575,0.345535,0.6117,0.474816,0.45429,0.656301,0.534125,0.514665,0.640389,0.531987,0.515466,0.607037,0.506914,0.492539,0.5738,0.483907,0.470826,0.557166,0.48608,0.470686,0.610134,0.552658,0.53861,0.63879,0.569156,0.558541,0.488711,0.388768,0.377589,0.609137,0.463668,0.441323,0.633496,0.500389,0.48026,0.638311,0.523132,0.506364,0.610069,0.512953,0.500629,0.541969,0.454177,0.441513,0.522161,0.443896,0.428838,0.545291,0.477971,0.466299,0.580473,0.506286,0.498071,0.482554,0.388722,0.379577,cluster2
