r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,r49,g49,b49,r50,g50,b50,r51,g51,b51,r52,g52,b52,r53,g53,b53,r54,g54,b54,r55,g55,b55,r56,g56,b56,r57,g57,b57,r58,g58,b58,r59,g59,b59,r60,g60,b60,r61,g61,b61,r62,g62,b62,r63,g63,b63,r64,g64,b64,r65,g65,b65,r66,g66,b66,r67,g67,b67,r68,g68,b68,r69,g69,b69,r70,g70,b70,r71,g71,b71,r72,g72,b72,r73,g73,b73,r74,g74,b74,r75,g75,b75,r76,g76,b76,r77,g77,b77,r78,g78,b78,r79,g79,b79,r80,g80,b80,cluster
0.104206,0.123711,0.190097,0.103074,0.123716,0.192046,0.102945,0.123668,0.192567,0.104829,0.126195,0.195485,0.108774,0.130663,0.200401,0.116862,0.138984,0.20775,0.123596,0.145699,0.213934,0.126773,0.147659,0.214919,0.12962,0.15011,0.217081,0.132268,0.141746,0.201511,0.123247,0.135408,0.197132,0.121342,0.135672,0.198776,0.122946,0.137331,0.201197,0.124307,0.138534,0.202451,0.129393,0.144254,0.20834,0.134902,0.14903,0.211798,0.138226,0.15068,0.213317,0.142519,0.152166,0.214624,0.218342,0.199119,0.243074,0.226502,0.206609,0.251064,0.232483,0.213518,0.257531,0.235166,0.216862,0.261485,0.23635,0.218897,0.264592,0.233735,0.217151,0.264502,0.234745,0.217174,0.266794,0.235351,0.217415,0.268915,0.23563,0.216548,0.268112,0.499862,0.459888,0.491956,0.531676,0.489824,0.520262,0.555026,0.512564,0.541487,0.576069,0.532416,0.559433,0.566959,0.525471,0.552677,0.533822,0.491533,0.519896,0.494071,0.44998,0.479528,0.470827,0.42719,0.459296,0.474252,0.430668,0.465047,0.604261,0.543897,0.57027,0.600277,0.540112,0.564606,0.601991,0.540616,0.562433,0.638692,0.578406,0.597508,0.671461,0.614701,0.633028,0.67565,0.621457,0.641913,0.633265,0.576642,0.599233,0.585562,0.525776,0.549899,0.569972,0.508981,0.535457,0.624942,0.55279,0.574967,0.616641,0.545173,0.566292,0.6249,0.550117,0.568769,0.657733,0.582694,0.598028,0.659893,0.58951,0.602796,0.667134,0.602384,0.61678,0.659749,0.595754,0.614634,0.608626,0.543672,0.565782,0.575445,0.508062,0.532882,0.622888,0.541626,0.559233,0.612646,0.534188,0.551263,0.61714,0.537327,0.553192,0.657849,0.576823,0.590442,0.659468,0.583515,0.59387,0.663906,0.59407,0.605422,0.650877,0.582315,0.600344,0.592323,0.522527,0.544758,0.578759,0.506448,0.531458,0.558583,0.470979,0.480941,0.53598,0.450299,0.457898,0.529121,0.444979,0.449325,0.561773,0.478832,0.479127,0.597658,0.519099,0.517823,0.617357,0.543245,0.5449,0.567172,0.49477,0.503711,0.490369,0.417625,0.432015,0.493291,0.416787,0.432716,0.594507,0.504742,0.508085,0.621819,0.53397,0.534876,0.652583,0.566803,0.563553,0.675289,0.590521,0.582226,0.676318,0.594413,0.583363,0.635986,0.558936,0.55174,0.55315,0.47881,0.476728,0.501965,0.431469,0.431985,0.511388,0.442305,0.445213,cluster4
0.576781,0.466177,0.460256,0.59938,0.479648,0.473591,0.583135,0.448625,0.447344,0.59226,0.453009,0.454728,0.591924,0.446016,0.44643,0.578239,0.436715,0.435761,0.591233,0.461118,0.456182,0.626689,0.501123,0.492098,0.647587,0.537323,0.523529,0.66551,0.55309,0.531855,0.682988,0.566384,0.547583,0.703398,0.587881,0.567096,0.692612,0.570243,0.552287,0.655504,0.533734,0.518831,0.671051,0.552502,0.535899,0.682962,0.563868,0.548205,0.65983,0.548359,0.534825,0.68282,0.583508,0.566107,0.679953,0.570899,0.550347,0.683667,0.572702,0.554953,0.651949,0.540781,0.52577,0.652533,0.546818,0.533989,0.647257,0.546508,0.533474,0.651658,0.550385,0.542441,0.629979,0.530481,0.52496,0.615848,0.514789,0.508465,0.622783,0.522671,0.518524,0.577852,0.476765,0.474985,0.576085,0.477497,0.481923,0.518988,0.42282,0.428234,0.548295,0.449798,0.452112,0.516452,0.419171,0.420796,0.492822,0.39893,0.398922,0.536634,0.441781,0.436922,0.561085,0.46118,0.455379,0.601578,0.491581,0.483576,0.517412,0.414587,0.418495,0.520126,0.425886,0.427549,0.466233,0.377838,0.383425,0.498248,0.402893,0.409318,0.455774,0.361661,0.365289,0.499524,0.409592,0.410492,0.56722,0.480985,0.480367,0.552995,0.461949,0.458373,0.577599,0.478351,0.471759,0.479075,0.382797,0.387924,0.467415,0.381828,0.388077,0.441601,0.357019,0.366274,0.459467,0.367309,0.37581,0.438721,0.348596,0.352158,0.517153,0.433124,0.437119,0.613027,0.531614,0.530774,0.575628,0.486297,0.479073,0.565366,0.472532,0.46282,0.468582,0.377678,0.384589,0.455275,0.373397,0.381808,0.425399,0.343351,0.349797,0.433499,0.349871,0.355946,0.436533,0.356576,0.363225,0.532505,0.461165,0.465611,0.643121,0.573138,0.572525,0.59103,0.514489,0.508378,0.601976,0.521211,0.512854,0.450017,0.370225,0.380837,0.43861,0.364927,0.376441,0.452468,0.379399,0.386371,0.470457,0.393009,0.401693,0.429638,0.354205,0.36227,0.509264,0.439612,0.443847,0.642389,0.575386,0.578296,0.657124,0.587265,0.584482,0.660844,0.585598,0.580598,0.368359,0.30015,0.314126,0.352247,0.287217,0.301718,0.426954,0.363329,0.376707,0.463765,0.397367,0.408008,0.406365,0.340705,0.349948,0.454773,0.392524,0.400245,0.600952,0.540037,0.542869,0.599556,0.536804,0.537135,0.543995,0.478772,0.476885,cluster2
0.7558,0.633971,0.601171,0.720142,0.573974,0.554711,0.697589,0.535912,0.526395,0.717282,0.555213,0.54365,0.716769,0.563088,0.548847,0.6811,0.541558,0.529632,0.68795,0.569329,0.552212,0.715293,0.611744,0.591166,0.740003,0.646781,0.6295,0.698228,0.592813,0.571292,0.684701,0.57204,0.55902,0.668115,0.550764,0.541841,0.639727,0.522324,0.516279,0.61644,0.504033,0.499612,0.594848,0.487852,0.484494,0.615409,0.51549,0.509446,0.653933,0.555744,0.54587,0.677228,0.578511,0.567017,0.591634,0.502562,0.499712,0.564593,0.476852,0.477888,0.526451,0.437546,0.442233,0.498584,0.40918,0.414856,0.496166,0.406483,0.410396,0.501284,0.405586,0.408521,0.552689,0.454598,0.450117,0.601078,0.504348,0.491689,0.613778,0.518402,0.503864,0.491371,0.415348,0.418533,0.446783,0.379598,0.389594,0.430676,0.361857,0.368565,0.424545,0.349281,0.354781,0.441003,0.35778,0.364,0.489621,0.401144,0.404217,0.569956,0.480135,0.474706,0.618554,0.528767,0.514237,0.608615,0.521305,0.506332,0.404687,0.347924,0.357833,0.366086,0.317819,0.331338,0.36097,0.307691,0.314603,0.368946,0.305836,0.312367,0.412309,0.339461,0.349489,0.498685,0.419859,0.422914,0.587377,0.507913,0.500992,0.65753,0.578191,0.562369,0.661561,0.578041,0.560947,0.342537,0.303848,0.314321,0.310126,0.275679,0.288536,0.309617,0.268902,0.280406,0.333179,0.279205,0.288854,0.389531,0.327736,0.338497,0.495832,0.429926,0.433404,0.609649,0.542789,0.536312,0.6597,0.590293,0.576767,0.653303,0.576476,0.561802,0.288314,0.266654,0.281447,0.280883,0.259412,0.274015,0.284176,0.254192,0.269074,0.319417,0.274871,0.287173,0.382698,0.331205,0.344501,0.483202,0.429429,0.436342,0.586681,0.526848,0.522973,0.627672,0.56183,0.552179,0.623462,0.551042,0.540067,0.253962,0.244103,0.264296,0.258723,0.246503,0.262447,0.265019,0.241541,0.257534,0.299729,0.262752,0.277802,0.375786,0.333037,0.345055,0.480984,0.435564,0.441357,0.560035,0.507461,0.505428,0.58726,0.526866,0.520126,0.579703,0.515072,0.509297,0.233386,0.232502,0.249985,0.239165,0.233655,0.246784,0.251973,0.234376,0.246901,0.301838,0.269356,0.284746,0.375044,0.338323,0.350263,0.456692,0.419106,0.423517,0.52121,0.478057,0.478338,0.53401,0.482307,0.480076,0.526509,0.469763,0.468593,cluster4
0.715866,0.576095,0.555592,0.721044,0.566388,0.553011,0.72212,0.558969,0.550762,0.681694,0.514308,0.51302,0.647951,0.487397,0.487039,0.643049,0.496857,0.493743,0.683932,0.558586,0.548505,0.718751,0.610026,0.594463,0.724418,0.631123,0.617993,0.66148,0.545328,0.533131,0.63894,0.512922,0.506877,0.62637,0.495588,0.494907,0.592499,0.457302,0.460594,0.581111,0.450599,0.453042,0.601779,0.472864,0.47173,0.646373,0.521658,0.510844,0.668302,0.559695,0.542613,0.675238,0.580817,0.567557,0.569393,0.473734,0.466824,0.548587,0.4467,0.444685,0.541703,0.436865,0.437537,0.531405,0.426492,0.428831,0.557464,0.45984,0.459518,0.5826,0.481464,0.475584,0.604481,0.504101,0.489424,0.622727,0.531095,0.514524,0.617272,0.528265,0.519555,0.475916,0.400599,0.400124,0.477616,0.397597,0.39574,0.473636,0.389956,0.391034,0.489863,0.406131,0.408575,0.54844,0.468515,0.469291,0.594634,0.50851,0.499775,0.614839,0.526328,0.508687,0.620371,0.534763,0.518094,0.614688,0.525557,0.515557,0.396403,0.344063,0.348404,0.398551,0.34164,0.343005,0.389085,0.326442,0.33463,0.42628,0.362257,0.371198,0.525174,0.461013,0.463645,0.611091,0.537409,0.52749,0.646315,0.565665,0.548283,0.6393,0.554886,0.5381,0.634747,0.548661,0.534958,0.337334,0.303178,0.310264,0.327668,0.287751,0.293418,0.332913,0.28623,0.29739,0.401709,0.350718,0.360646,0.524476,0.469124,0.472387,0.610323,0.54697,0.538061,0.641325,0.566416,0.550266,0.640472,0.559546,0.543205,0.632487,0.550935,0.537337,0.285367,0.266272,0.279797,0.290856,0.264159,0.272399,0.305535,0.273946,0.285577,0.378892,0.341242,0.353257,0.507209,0.460408,0.465835,0.58754,0.529977,0.524036,0.609036,0.543371,0.531401,0.612995,0.542424,0.530326,0.612005,0.537132,0.528363,0.256271,0.247118,0.261007,0.268017,0.250733,0.258558,0.287522,0.268174,0.277536,0.3754,0.347168,0.358421,0.491504,0.450933,0.45567,0.552935,0.500847,0.495702,0.571025,0.514031,0.506019,0.572809,0.51285,0.505581,0.560272,0.49574,0.493065,0.238986,0.238891,0.249977,0.258342,0.250014,0.260151,0.283324,0.271159,0.283942,0.366618,0.348337,0.358616,0.461605,0.431531,0.436822,0.514007,0.469509,0.468553,0.539849,0.488008,0.482787,0.537718,0.48412,0.48157,0.51773,0.46329,0.466904,cluster2
0.841921,0.829342,0.829512,0.259501,0.231898,0.234454,0.249501,0.224091,0.229116,0.764037,0.754321,0.757415,0.618992,0.602399,0.604178,0.45854,0.432171,0.435067,0.40886,0.36979,0.370783,0.45886,0.419709,0.418798,0.619319,0.597076,0.601633,0.887485,0.881524,0.882084,0.230383,0.208108,0.210436,0.260794,0.238557,0.242146,0.835681,0.829932,0.83201,0.637435,0.62257,0.62336,0.494662,0.467041,0.469113,0.455992,0.420148,0.420498,0.516586,0.48714,0.486703,0.666982,0.649893,0.651987,0.86364,0.856358,0.856258,0.200964,0.178643,0.181072,0.258098,0.237258,0.242131,0.828655,0.824114,0.826893,0.588909,0.574986,0.576014,0.42624,0.397362,0.400527,0.456432,0.424105,0.42555,0.556524,0.532166,0.532536,0.655702,0.642255,0.6443,0.841031,0.830124,0.828617,0.202624,0.176428,0.177227,0.259745,0.239555,0.244558,0.798914,0.794311,0.797043,0.577213,0.563759,0.564622,0.398611,0.370811,0.374435,0.473343,0.442769,0.444493,0.582411,0.560589,0.562868,0.668303,0.657069,0.660883,0.78157,0.760223,0.75637,0.20958,0.178897,0.179622,0.282136,0.259962,0.265197,0.734305,0.727982,0.729888,0.533945,0.51941,0.520726,0.387292,0.358483,0.364068,0.461272,0.434765,0.441268,0.557689,0.539874,0.54305,0.63713,0.627234,0.632943,0.741627,0.704489,0.699678,0.257127,0.216949,0.217131,0.303461,0.276988,0.282551,0.709137,0.695505,0.697436,0.529094,0.51007,0.512981,0.381732,0.349081,0.355138,0.379635,0.351471,0.357246,0.512002,0.497385,0.502121,0.643744,0.630485,0.634328,0.66158,0.611149,0.606229,0.331484,0.279047,0.279508,0.321046,0.291968,0.299996,0.677932,0.659184,0.663323,0.554201,0.529639,0.533829,0.483916,0.443797,0.4492,0.480735,0.44404,0.449283,0.579602,0.560916,0.56704,0.682974,0.667384,0.673333,0.538367,0.470398,0.46798,0.378729,0.312248,0.316034,0.380876,0.33922,0.349906,0.572752,0.540278,0.546333,0.445812,0.41278,0.418201,0.439429,0.38289,0.387461,0.453778,0.399508,0.404079,0.466437,0.43442,0.442369,0.490722,0.468393,0.479466,0.583087,0.495924,0.498565,0.461068,0.381435,0.389127,0.457514,0.395481,0.406231,0.560481,0.506933,0.51506,0.497518,0.439579,0.446656,0.505027,0.429185,0.433461,0.503734,0.429184,0.433977,0.469497,0.413953,0.425147,0.509359,0.467821,0.484891,cluster2
0.661155,0.516516,0.49273,0.686811,0.539673,0.513758,0.700457,0.551795,0.527851,0.698335,0.555697,0.536715,0.670757,0.533466,0.518943,0.63301,0.499314,0.488926,0.587885,0.451993,0.445082,0.5783,0.437895,0.432501,0.656209,0.515205,0.502446,0.654351,0.514027,0.488133,0.684013,0.53442,0.505253,0.695196,0.547466,0.520839,0.694928,0.552798,0.532899,0.669104,0.528967,0.513837,0.632582,0.495387,0.482462,0.593625,0.456681,0.447939,0.576546,0.436825,0.429455,0.650304,0.513743,0.500334,0.670408,0.526537,0.495881,0.69307,0.544404,0.510626,0.693931,0.548253,0.521941,0.692067,0.54661,0.529973,0.682115,0.539174,0.525361,0.655771,0.517122,0.502867,0.617331,0.479958,0.46883,0.590496,0.452682,0.442671,0.652577,0.5189,0.504602,0.715398,0.570763,0.536307,0.701506,0.556752,0.52192,0.678321,0.533871,0.509969,0.681893,0.534507,0.520622,0.679253,0.5375,0.525636,0.662146,0.528922,0.517561,0.623663,0.492292,0.480563,0.586741,0.455447,0.444681,0.636624,0.510254,0.498346,0.735685,0.591762,0.560444,0.724782,0.579264,0.548219,0.674049,0.529836,0.509713,0.658512,0.516311,0.503033,0.652271,0.516776,0.503643,0.644627,0.516426,0.50519,0.614065,0.489404,0.479281,0.571176,0.449346,0.441652,0.599317,0.481595,0.473687,0.74265,0.598593,0.571706,0.734291,0.587464,0.560633,0.678586,0.53462,0.517037,0.634438,0.498876,0.487716,0.599223,0.475849,0.465787,0.588911,0.473675,0.464905,0.564084,0.454703,0.448019,0.503007,0.399853,0.396631,0.514954,0.417693,0.411595,0.746324,0.602744,0.576694,0.725937,0.582611,0.557219,0.670745,0.533288,0.516989,0.603269,0.476936,0.469261,0.547524,0.436996,0.43217,0.519175,0.4207,0.41925,0.490968,0.402044,0.403753,0.414013,0.335051,0.33846,0.405909,0.335234,0.335715,0.724919,0.581585,0.55609,0.702935,0.562816,0.538702,0.645316,0.516233,0.501214,0.558383,0.446052,0.440745,0.506102,0.407344,0.40584,0.499046,0.411582,0.41244,0.450949,0.374137,0.378864,0.354094,0.291816,0.298082,0.319896,0.269913,0.274242,0.67863,0.542784,0.518771,0.665475,0.532167,0.510182,0.606909,0.488186,0.476271,0.523746,0.426541,0.424146,0.474034,0.393061,0.393911,0.473417,0.401234,0.40212,0.421363,0.358447,0.36063,0.321226,0.274123,0.277388,0.27442,0.238505,0.243809,cluster2
0.653927,0.519802,0.506022,0.655448,0.520381,0.505803,0.662528,0.531134,0.515123,0.632417,0.507898,0.491696,0.621269,0.496934,0.48248,0.573173,0.46004,0.453406,0.50492,0.399036,0.396264,0.50611,0.399716,0.399061,0.556733,0.448416,0.445156,0.61844,0.505432,0.494643,0.621197,0.499871,0.486494,0.605429,0.489274,0.473201,0.559256,0.450498,0.435086,0.52107,0.415607,0.403656,0.487788,0.388056,0.38139,0.459755,0.359569,0.355706,0.505688,0.400636,0.398615,0.53017,0.432046,0.428071,0.720368,0.608681,0.597039,0.724278,0.607305,0.591351,0.716838,0.604056,0.587188,0.692237,0.582915,0.567997,0.624676,0.517737,0.505253,0.570805,0.468553,0.459201,0.531083,0.432392,0.425616,0.53607,0.432561,0.427087,0.543308,0.449524,0.442979,0.738452,0.628605,0.612022,0.696983,0.583045,0.563232,0.63024,0.513383,0.494856,0.6553,0.537314,0.519845,0.644037,0.524867,0.508045,0.655606,0.544922,0.530397,0.639146,0.533068,0.519981,0.539609,0.43581,0.425755,0.558847,0.461078,0.453645,0.732103,0.62304,0.604897,0.69675,0.581727,0.5619,0.632595,0.506764,0.48798,0.699123,0.563234,0.543411,0.640085,0.514898,0.496905,0.665599,0.548907,0.532559,0.678841,0.568424,0.554183,0.558809,0.451632,0.439995,0.588818,0.488691,0.479027,0.725846,0.61851,0.601487,0.691675,0.576795,0.558092,0.617577,0.495871,0.477922,0.67325,0.541651,0.521056,0.655678,0.533029,0.514197,0.668812,0.555464,0.540221,0.668269,0.559633,0.545938,0.552231,0.445338,0.433275,0.595944,0.497103,0.486625,0.741532,0.63399,0.619574,0.70387,0.589278,0.571183,0.631947,0.512972,0.493853,0.629849,0.509665,0.491074,0.671373,0.557334,0.541423,0.686026,0.578741,0.566348,0.614018,0.511446,0.500758,0.511891,0.413909,0.404653,0.570178,0.482318,0.474118,0.708036,0.604831,0.591575,0.690236,0.583658,0.568928,0.648802,0.539284,0.526303,0.627629,0.520987,0.511761,0.640133,0.539346,0.533283,0.597618,0.500509,0.496991,0.508286,0.41586,0.414696,0.462513,0.379275,0.38084,0.501774,0.429885,0.432873,0.482071,0.420882,0.417571,0.450091,0.383487,0.379283,0.408082,0.335351,0.332228,0.38989,0.321894,0.321443,0.364586,0.310428,0.314943,0.316138,0.269271,0.276087,0.301718,0.255898,0.262403,0.270417,0.232045,0.242309,0.312797,0.279913,0.290623,cluster2
0.123937,0.128322,0.213559,0.204497,0.201315,0.260684,0.266371,0.261289,0.296466,0.279025,0.276075,0.307671,0.279649,0.276899,0.310091,0.278188,0.27619,0.310929,0.277979,0.278543,0.312824,0.276995,0.278454,0.312209,0.275372,0.277958,0.311808,0.127711,0.130704,0.21545,0.210326,0.206846,0.263365,0.268615,0.264183,0.297646,0.27992,0.27746,0.308377,0.280359,0.277954,0.310454,0.279824,0.278452,0.312162,0.279247,0.280258,0.313318,0.277479,0.278977,0.31141,0.275519,0.278168,0.312247,0.13163,0.133874,0.217505,0.216177,0.212544,0.266628,0.271032,0.266524,0.298727,0.281079,0.279169,0.31079,0.28179,0.279692,0.31255,0.280543,0.279703,0.313303,0.280183,0.281819,0.314467,0.27786,0.279621,0.312475,0.275624,0.278169,0.313485,0.135738,0.137831,0.219613,0.221817,0.218821,0.26973,0.273436,0.269289,0.300783,0.281912,0.280488,0.312528,0.282222,0.280013,0.313271,0.280868,0.280483,0.313709,0.280711,0.283113,0.315334,0.278111,0.280568,0.313288,0.275527,0.277976,0.314283,0.14023,0.142525,0.222357,0.227211,0.22489,0.272859,0.275667,0.272324,0.303652,0.283776,0.28302,0.315778,0.28293,0.281652,0.315445,0.281148,0.28123,0.314016,0.280311,0.282731,0.314674,0.277314,0.279784,0.312381,0.275434,0.277954,0.3152,0.145213,0.148235,0.225396,0.232209,0.230358,0.276042,0.277204,0.274617,0.305653,0.284959,0.284901,0.318093,0.284365,0.286921,0.314253,0.282876,0.289073,0.310133,0.281942,0.290094,0.310177,0.27847,0.286325,0.307465,0.2773,0.285445,0.311289,0.15051,0.153961,0.228429,0.236868,0.235658,0.279027,0.278703,0.276714,0.307975,0.285577,0.286458,0.319513,0.285871,0.29257,0.312038,0.287886,0.302551,0.307645,0.288491,0.306284,0.307295,0.285277,0.302729,0.305226,0.284483,0.302249,0.309339,0.15606,0.160051,0.231702,0.241269,0.240355,0.281503,0.279402,0.27803,0.309246,0.286668,0.29072,0.317732,0.288033,0.303635,0.305681,0.294078,0.321892,0.301377,0.296489,0.3281,0.301434,0.295105,0.325933,0.301412,0.297365,0.327674,0.309538,0.162033,0.165878,0.234892,0.245207,0.244236,0.283868,0.27984,0.279103,0.309808,0.287736,0.295359,0.315627,0.293198,0.319139,0.300699,0.304419,0.34776,0.297013,0.308588,0.356537,0.297705,0.313573,0.358628,0.30563,0.327183,0.36795,0.3278,cluster1
0.219981,0.2454,0.28466,0.185864,0.219927,0.254507,0.240811,0.265082,0.293343,0.329451,0.346475,0.371697,0.263143,0.286874,0.309847,0.247692,0.27284,0.295781,0.237694,0.264739,0.286062,0.237711,0.262405,0.285259,0.236771,0.264862,0.290237,0.222063,0.246715,0.286093,0.185699,0.219592,0.253845,0.243446,0.266715,0.293402,0.329759,0.347066,0.371436,0.262082,0.287168,0.310219,0.245166,0.271793,0.294801,0.236684,0.265064,0.28652,0.236882,0.262015,0.284472,0.236346,0.26503,0.290845,0.223513,0.247447,0.286431,0.184676,0.218113,0.253491,0.245573,0.267856,0.293083,0.327527,0.344496,0.368291,0.260766,0.285872,0.307928,0.242892,0.270023,0.292257,0.236726,0.266332,0.287271,0.238178,0.263565,0.285708,0.239869,0.267348,0.293403,0.225163,0.247882,0.286932,0.185232,0.218395,0.253625,0.246404,0.267779,0.292856,0.325098,0.341857,0.366052,0.259341,0.284582,0.30593,0.242379,0.26993,0.292063,0.237175,0.267163,0.287728,0.240221,0.265681,0.288035,0.243245,0.270417,0.296269,0.226821,0.248852,0.287715,0.186793,0.219662,0.254422,0.24677,0.267621,0.291739,0.323594,0.339592,0.362848,0.260401,0.284845,0.30565,0.245112,0.272392,0.294747,0.243845,0.273205,0.294133,0.24734,0.272075,0.294728,0.250271,0.275746,0.302639,0.228971,0.250443,0.288945,0.187925,0.221233,0.254801,0.246927,0.267657,0.290438,0.321491,0.337013,0.358692,0.261775,0.285038,0.306019,0.24755,0.273476,0.296732,0.246307,0.274079,0.296521,0.250302,0.274393,0.297765,0.253032,0.27814,0.305505,0.231308,0.252486,0.289984,0.18999,0.223084,0.255225,0.248341,0.268369,0.289841,0.319108,0.33399,0.353986,0.263128,0.285454,0.307351,0.249272,0.274148,0.298453,0.247571,0.274116,0.297772,0.250513,0.274508,0.298567,0.252669,0.277893,0.305936,0.235357,0.255216,0.291679,0.196984,0.227952,0.259242,0.249783,0.269017,0.289884,0.318432,0.332069,0.350835,0.265238,0.285993,0.307748,0.250985,0.273975,0.299022,0.249361,0.275036,0.299302,0.251641,0.274876,0.298878,0.253445,0.278148,0.305689,0.242264,0.259395,0.294553,0.209811,0.237345,0.266986,0.258235,0.27515,0.295676,0.323385,0.335013,0.353535,0.272636,0.290976,0.312757,0.257612,0.27827,0.303045,0.254116,0.277884,0.30266,0.255904,0.27698,0.302084,0.257283,0.280516,0.309335,cluster1
0.203404,0.226169,0.283459,0.18442,0.212964,0.269218,0.203334,0.231895,0.290791,0.20759,0.237534,0.296446,0.169753,0.201927,0.252103,0.164803,0.196042,0.243482,0.161232,0.192635,0.237948,0.162642,0.194567,0.239449,0.161328,0.19592,0.245291,0.225556,0.250879,0.310863,0.197341,0.22606,0.285497,0.198762,0.226598,0.285175,0.205797,0.233586,0.292791,0.168634,0.199974,0.250905,0.163049,0.19406,0.241728,0.161556,0.192381,0.23815,0.165228,0.1966,0.242512,0.16438,0.197788,0.249929,0.277441,0.306693,0.370299,0.24613,0.276341,0.338873,0.222673,0.251029,0.31084,0.21655,0.242342,0.301408,0.175166,0.203867,0.256782,0.167712,0.196942,0.246909,0.164428,0.194991,0.242194,0.167568,0.198337,0.245496,0.167854,0.202053,0.253674,0.333083,0.364853,0.433435,0.270228,0.300656,0.365238,0.237369,0.263786,0.32323,0.224333,0.248113,0.309296,0.180804,0.205912,0.262306,0.171718,0.198109,0.252619,0.168281,0.197033,0.246529,0.170043,0.200286,0.249433,0.16926,0.202995,0.256173,0.346705,0.381709,0.453536,0.284271,0.317115,0.382378,0.244066,0.270222,0.328996,0.231738,0.253833,0.314955,0.182551,0.206475,0.265488,0.173001,0.197923,0.255554,0.172979,0.200476,0.250183,0.175276,0.203862,0.253969,0.172435,0.205312,0.258674,0.332379,0.368837,0.442957,0.275157,0.310303,0.376846,0.237098,0.264953,0.325789,0.23471,0.255913,0.317531,0.181061,0.205095,0.265779,0.170691,0.196958,0.255361,0.173,0.201463,0.252492,0.176602,0.20547,0.254901,0.1764,0.208189,0.261697,0.288771,0.323831,0.398662,0.249038,0.284512,0.352694,0.224214,0.252552,0.314934,0.22453,0.245441,0.308411,0.176451,0.200274,0.261506,0.166096,0.193819,0.252322,0.169143,0.198711,0.25229,0.171673,0.202256,0.254857,0.176151,0.207762,0.263358,0.237178,0.269307,0.343071,0.217623,0.251224,0.317978,0.211018,0.240541,0.30295,0.222082,0.244605,0.307138,0.171971,0.19737,0.258215,0.159526,0.190183,0.247588,0.163464,0.195246,0.249307,0.167761,0.199045,0.254494,0.172594,0.206107,0.262841,0.225054,0.257074,0.330397,0.203014,0.240024,0.30666,0.205502,0.238303,0.300775,0.221531,0.24715,0.30912,0.168164,0.19693,0.2575,0.156068,0.190379,0.247464,0.158634,0.194047,0.248334,0.166554,0.199677,0.254311,0.176597,0.212152,0.266065,cluster1
