r0,g0,b0,r1,g1,b1,r2,g2,b2,r3,g3,b3,r4,g4,b4,r5,g5,b5,r6,g6,b6,r7,g7,b7,r8,g8,b8,r9,g9,b9,r10,g10,b10,r11,g11,b11,r12,g12,b12,r13,g13,b13,r14,g14,b14,r15,g15,b15,r16,g16,b16,r17,g17,b17,r18,g18,b18,r19,g19,b19,r20,g20,b20,r21,g21,b21,r22,g22,b22,r23,g23,b23,r24,g24,b24,r25,g25,b25,r26,g26,b26,r27,g27,b27,r28,g28,b28,r29,g29,b29,r30,g30,b30,r31,g31,b31,r32,g32,b32,r33,g33,b33,r34,g34,b34,r35,g35,b35,r36,g36,b36,r37,g37,b37,r38,g38,b38,r39,g39,b39,r40,g40,b40,r41,g41,b41,r42,g42,b42,r43,g43,b43,r44,g44,b44,r45,g45,b45,r46,g46,b46,r47,g47,b47,r48,g48,b48,cluster
0.415322,0.400941,0.324802,0.415062,0.400605,0.324869,0.414669,0.400157,0.324745,0.414241,0.399913,0.324481,0.413753,0.399577,0.324055,0.411163,0.396956,0.32283,0.403761,0.389488,0.319924,0.451074,0.476535,0.319825,0.451483,0.476848,0.320251,0.45191,0.477189,0.320591,0.451946,0.477219,0.320599,0.45228,0.477464,0.320747,0.452513,0.477557,0.320771,0.451516,0.476432,0.320369,0.481486,0.517264,0.338134,0.482668,0.518034,0.339024,0.483,0.518315,0.339147,0.482481,0.518348,0.337705,0.481548,0.518063,0.335671,0.481088,0.51816,0.333934,0.48073,0.518288,0.332392,0.627551,0.658215,0.523704,0.635803,0.664009,0.533677,0.637086,0.665304,0.534549,0.60716,0.632835,0.493515,0.577024,0.60069,0.45186,0.549064,0.570614,0.412953,0.542641,0.567165,0.403452,0.75747,0.801726,0.690244,0.786104,0.830688,0.727882,0.788523,0.833475,0.730453,0.735408,0.774313,0.658285,0.68457,0.717496,0.588997,0.638691,0.664792,0.526384,0.615746,0.640137,0.494774,0.804397,0.851873,0.746547,0.831347,0.88018,0.782918,0.832167,0.882069,0.784381,0.778326,0.822555,0.711917,0.721181,0.757857,0.63431,0.668863,0.697219,0.562884,0.636561,0.661544,0.51984,0.808807,0.856695,0.750926,0.834078,0.883699,0.785771,0.833898,0.884661,0.786405,0.779408,0.824358,0.713929,0.721454,0.758691,0.63588,0.667062,0.695867,0.562115,0.633425,0.658888,0.517097,cluster2
0.509934,0.419939,0.442175,0.387866,0.296956,0.324647,0.352002,0.261167,0.289584,0.435002,0.350056,0.376815,0.501574,0.426504,0.454126,0.33632,0.266762,0.29366,0.345684,0.280001,0.305187,0.38222,0.296175,0.319224,0.384293,0.294099,0.323051,0.392559,0.299897,0.331095,0.373074,0.285477,0.313753,0.390104,0.309949,0.337831,0.360148,0.282365,0.310782,0.343918,0.270304,0.297984,0.416247,0.32871,0.357046,0.413676,0.32622,0.356846,0.406742,0.320274,0.352755,0.400091,0.310864,0.341748,0.39895,0.308683,0.340651,0.400272,0.312713,0.342901,0.38838,0.307734,0.335456,0.413151,0.33324,0.367628,0.394825,0.317363,0.352049,0.390928,0.315103,0.349707,0.390256,0.310593,0.342865,0.394212,0.3083,0.341391,0.403156,0.315425,0.346319,0.388872,0.310907,0.337986,0.392195,0.323957,0.361417,0.393466,0.324115,0.363103,0.417755,0.350601,0.38643,0.418663,0.349476,0.383425,0.396855,0.32259,0.357318,0.390734,0.315222,0.349406,0.376865,0.309276,0.33706,0.357731,0.302098,0.338441,0.357017,0.299273,0.335863,0.37521,0.315953,0.350911,0.383378,0.324021,0.356169,0.385301,0.324824,0.356796,0.390892,0.328365,0.361101,0.373098,0.316074,0.344777,0.358208,0.315775,0.348806,0.351492,0.305356,0.339377,0.374597,0.325493,0.357979,0.381576,0.332843,0.361645,0.377514,0.328411,0.357287,0.377209,0.32844,0.356976,0.363295,0.318158,0.345576,cluster3
0.430084,0.331758,0.338785,0.457096,0.349628,0.353152,0.470855,0.357637,0.360577,0.475305,0.355743,0.361079,0.465225,0.346107,0.358791,0.430257,0.316305,0.342776,0.404518,0.294308,0.325902,0.443105,0.342346,0.345462,0.465544,0.356659,0.357524,0.476708,0.363127,0.363495,0.479362,0.360441,0.363109,0.463158,0.344283,0.354953,0.42037,0.306524,0.334899,0.399671,0.288811,0.322577,0.465683,0.361304,0.357014,0.475316,0.365844,0.362596,0.4806,0.36713,0.365427,0.480419,0.36271,0.363754,0.46389,0.345212,0.354837,0.413861,0.300347,0.33014,0.396066,0.285074,0.319872,0.488555,0.380414,0.368673,0.492004,0.38065,0.371069,0.488167,0.374654,0.369138,0.482049,0.36489,0.364573,0.46161,0.343854,0.35325,0.40738,0.29468,0.326105,0.39376,0.282372,0.317378,0.503233,0.392188,0.375881,0.50503,0.391563,0.377065,0.498488,0.38407,0.373618,0.489802,0.372909,0.368119,0.456667,0.340697,0.350481,0.401579,0.290124,0.321943,0.39213,0.28083,0.314989,0.513241,0.400376,0.380488,0.51118,0.396591,0.379422,0.506629,0.390876,0.376717,0.493587,0.377077,0.369003,0.449889,0.336575,0.346461,0.399598,0.289125,0.320913,0.392308,0.282435,0.316229,0.518858,0.405011,0.382149,0.515768,0.400285,0.380533,0.509287,0.392763,0.376974,0.488208,0.372703,0.365526,0.446389,0.335136,0.345346,0.397694,0.289372,0.320192,0.38339,0.277411,0.31015,cluster3
0.383463,0.311974,0.335028,0.38095,0.308543,0.332822,0.369298,0.29936,0.323388,0.364636,0.297391,0.319839,0.371948,0.310083,0.334485,0.362829,0.305573,0.330211,0.345719,0.297356,0.322179,0.424388,0.361729,0.379586,0.415821,0.352929,0.37308,0.402801,0.341553,0.362683,0.394201,0.33358,0.356392,0.387609,0.330541,0.355436,0.377569,0.325065,0.348955,0.358634,0.309739,0.333435,0.451547,0.394548,0.412351,0.438954,0.38633,0.407129,0.433989,0.382384,0.402878,0.425344,0.374607,0.396597,0.419428,0.367029,0.390317,0.406965,0.359695,0.382928,0.385064,0.341048,0.364389,0.469564,0.420503,0.437468,0.461567,0.416221,0.436999,0.458557,0.412782,0.434506,0.450743,0.404672,0.425797,0.44664,0.399735,0.421718,0.431479,0.388211,0.410538,0.403122,0.366493,0.388819,0.477832,0.430558,0.447768,0.464654,0.420064,0.441613,0.45348,0.40922,0.433157,0.445523,0.40232,0.426077,0.437985,0.395303,0.419686,0.424382,0.385673,0.410119,0.396352,0.364443,0.387294,0.477898,0.431271,0.450456,0.46273,0.417162,0.4403,0.443516,0.401077,0.424016,0.429931,0.390729,0.413983,0.419201,0.383081,0.40653,0.409156,0.376378,0.400286,0.392166,0.362425,0.38525,0.470873,0.428019,0.45047,0.452953,0.410315,0.435835,0.433465,0.393717,0.419415,0.414633,0.377808,0.403467,0.397632,0.365549,0.392524,0.392099,0.361659,0.388541,0.384034,0.354891,0.382981,cluster3
0.196159,0.189199,0.245058,0.213248,0.207031,0.263396,0.186648,0.184038,0.24128,0.204685,0.201716,0.255782,0.206878,0.204776,0.258096,0.211013,0.210801,0.266617,0.22422,0.222141,0.277543,0.174674,0.165221,0.205052,0.158109,0.148658,0.184294,0.168381,0.160965,0.196371,0.192502,0.185239,0.22207,0.198135,0.191443,0.227868,0.197954,0.191376,0.229008,0.251256,0.241698,0.286149,0.554692,0.534763,0.55188,0.650034,0.631306,0.646914,0.683827,0.665767,0.680795,0.695981,0.677645,0.693942,0.665293,0.647494,0.664933,0.58194,0.56384,0.583937,0.418246,0.3999,0.422453,0.715577,0.689831,0.702042,0.721854,0.698032,0.711937,0.541377,0.51951,0.537075,0.477352,0.454413,0.476107,0.58581,0.562157,0.584287,0.721696,0.699013,0.72084,0.629809,0.609071,0.633737,0.737868,0.704415,0.718794,0.661924,0.627532,0.643574,0.472277,0.436824,0.455439,0.508225,0.46601,0.495888,0.454159,0.414518,0.439114,0.594829,0.557538,0.581813,0.675861,0.643227,0.666811,0.726156,0.68495,0.693304,0.668314,0.627113,0.636781,0.472335,0.42969,0.444019,0.518007,0.466892,0.486484,0.487908,0.441329,0.464668,0.518474,0.475981,0.499535,0.55444,0.517788,0.541759,0.562463,0.524602,0.531035,0.590846,0.554118,0.558745,0.514124,0.475207,0.481829,0.48078,0.439937,0.448746,0.474942,0.431216,0.445123,0.490904,0.447846,0.464226,0.466798,0.42884,0.449106,cluster3
0.174461,0.18225,0.244592,0.166527,0.172603,0.232745,0.148899,0.15208,0.207116,0.149648,0.150839,0.205838,0.159709,0.156892,0.211635,0.174482,0.166907,0.220217,0.195589,0.183919,0.235078,0.353566,0.323898,0.350116,0.366149,0.33152,0.350471,0.452895,0.415682,0.43247,0.474575,0.437495,0.45673,0.476105,0.439911,0.462058,0.450958,0.414637,0.439587,0.405939,0.371827,0.401548,0.410594,0.356362,0.365872,0.577128,0.52241,0.528321,0.588944,0.534588,0.540922,0.493863,0.439727,0.448928,0.441703,0.386119,0.397083,0.499834,0.444006,0.455853,0.531638,0.476414,0.490721,0.456385,0.396264,0.403537,0.592459,0.531754,0.536863,0.526369,0.466477,0.473446,0.43215,0.373021,0.382247,0.432744,0.373813,0.387819,0.434267,0.372665,0.380529,0.511835,0.449547,0.459177,0.453496,0.390441,0.396946,0.57346,0.511262,0.516908,0.548881,0.489945,0.495666,0.42563,0.368063,0.374538,0.393779,0.334924,0.341719,0.415373,0.354122,0.363255,0.429948,0.366793,0.374255,0.394382,0.330218,0.333709,0.475506,0.412789,0.414674,0.588292,0.526984,0.528272,0.590301,0.529399,0.531694,0.534308,0.473312,0.475173,0.475032,0.412577,0.413829,0.40208,0.337537,0.33853,0.465924,0.401996,0.405398,0.472448,0.408897,0.407484,0.478362,0.414378,0.412409,0.511962,0.446577,0.444035,0.589982,0.525337,0.521509,0.645887,0.580881,0.575499,0.561594,0.495443,0.490589,cluster3
0.202082,0.193725,0.242061,0.198612,0.18638,0.234034,0.2107,0.189946,0.236784,0.243123,0.20905,0.249534,0.279339,0.232392,0.269488,0.30658,0.25156,0.287041,0.316301,0.262488,0.296411,0.297206,0.269414,0.314391,0.308212,0.274084,0.317747,0.315443,0.27336,0.315535,0.346091,0.290746,0.327852,0.368085,0.305258,0.339327,0.381003,0.315446,0.34869,0.388337,0.323452,0.355909,0.318954,0.28388,0.328721,0.328471,0.286485,0.331763,0.338662,0.288571,0.333005,0.3804,0.315786,0.352636,0.417478,0.346081,0.378224,0.435939,0.36077,0.393739,0.430042,0.355388,0.389141,0.326144,0.285351,0.334631,0.335571,0.288562,0.336998,0.34639,0.292035,0.339225,0.387419,0.317929,0.3568,0.409662,0.334563,0.368555,0.415848,0.338677,0.373843,0.41717,0.339078,0.374746,0.336604,0.291026,0.330695,0.344292,0.294322,0.335769,0.348674,0.293255,0.33617,0.388132,0.317743,0.35373,0.402756,0.326936,0.36001,0.410926,0.332907,0.366933,0.412529,0.334802,0.370223,0.334919,0.286355,0.318317,0.346668,0.291793,0.324416,0.360257,0.299406,0.331815,0.385004,0.313236,0.343118,0.394116,0.317598,0.347937,0.399341,0.321956,0.353727,0.402734,0.32651,0.359127,0.363176,0.310099,0.343046,0.359694,0.301518,0.334206,0.359768,0.296685,0.328902,0.386013,0.314955,0.343415,0.395157,0.319749,0.348814,0.391287,0.314211,0.346611,0.388752,0.312197,0.345203,cluster3
0.157096,0.185905,0.270265,0.166161,0.194303,0.279205,0.150348,0.171369,0.256615,0.2681,0.25276,0.308385,0.345065,0.315826,0.361113,0.350913,0.319427,0.364371,0.353908,0.315923,0.361505,0.156207,0.184223,0.268332,0.164672,0.191511,0.276955,0.151318,0.170892,0.256128,0.282412,0.261335,0.315037,0.352569,0.319479,0.363755,0.354919,0.321057,0.365769,0.357794,0.318673,0.363671,0.15613,0.183366,0.266666,0.165521,0.190434,0.275421,0.154211,0.171154,0.255697,0.293952,0.268924,0.321156,0.358544,0.321676,0.366548,0.35736,0.321677,0.366099,0.356289,0.317347,0.361644,0.157563,0.183916,0.266501,0.168934,0.190861,0.27477,0.155222,0.17003,0.253126,0.304511,0.276121,0.32705,0.362647,0.32327,0.368213,0.358935,0.321672,0.366137,0.354792,0.315849,0.359966,0.15901,0.184585,0.266236,0.170527,0.190429,0.273503,0.1604,0.17261,0.252877,0.310534,0.279709,0.329645,0.365382,0.324508,0.3702,0.360873,0.323173,0.368958,0.353679,0.316436,0.368139,0.162071,0.187139,0.268338,0.170398,0.189162,0.271713,0.16589,0.176077,0.254028,0.319642,0.286815,0.336752,0.368725,0.329837,0.383231,0.364782,0.330399,0.389993,0.355193,0.321015,0.387731,0.18094,0.201469,0.277316,0.183024,0.19861,0.276899,0.179397,0.185812,0.261762,0.329845,0.298645,0.359102,0.374208,0.338257,0.404934,0.369393,0.337897,0.410494,0.361732,0.32958,0.409456,cluster1
0.102909,0.127055,0.220639,0.106894,0.119339,0.209211,0.161444,0.165046,0.233027,0.238164,0.237844,0.278001,0.278749,0.280101,0.308927,0.294789,0.320295,0.306566,0.320411,0.390832,0.284947,0.102934,0.126045,0.219938,0.109367,0.120706,0.210465,0.166992,0.169573,0.236223,0.241863,0.240943,0.280108,0.278906,0.280031,0.309614,0.294615,0.322049,0.305775,0.323044,0.3991,0.282249,0.102957,0.125111,0.219223,0.11188,0.12244,0.211805,0.172428,0.174497,0.239602,0.245316,0.2441,0.28243,0.278957,0.279904,0.310467,0.294488,0.323695,0.305139,0.325595,0.406931,0.280293,0.102222,0.123888,0.218185,0.114415,0.124294,0.213098,0.178203,0.17959,0.243837,0.248699,0.24701,0.285405,0.278873,0.279672,0.31154,0.294318,0.325146,0.304536,0.32789,0.414174,0.278321,0.101578,0.122607,0.217074,0.117159,0.12604,0.214586,0.184015,0.184626,0.248266,0.251849,0.249735,0.288221,0.278698,0.279183,0.312466,0.294078,0.326005,0.303821,0.329771,0.420156,0.276554,0.100736,0.121535,0.216206,0.120081,0.128018,0.216033,0.189921,0.190013,0.252507,0.254812,0.252493,0.290818,0.278437,0.278915,0.313017,0.290853,0.32058,0.303588,0.321085,0.404166,0.276197,0.1,0.120549,0.215447,0.122975,0.130236,0.217575,0.195693,0.195169,0.256446,0.25761,0.254845,0.293159,0.278152,0.278616,0.313075,0.289212,0.316369,0.304628,0.316366,0.391749,0.279902,cluster1
0.119718,0.147054,0.236912,0.122012,0.151594,0.24271,0.119118,0.153177,0.243044,0.123493,0.158415,0.248734,0.132187,0.16634,0.257965,0.172272,0.203812,0.293716,0.207301,0.230779,0.325416,0.115997,0.142181,0.232296,0.119023,0.148741,0.239387,0.121058,0.153527,0.244889,0.127173,0.161958,0.253581,0.137268,0.17174,0.264916,0.185578,0.217869,0.310766,0.24914,0.275716,0.391421,0.113354,0.13983,0.23115,0.116894,0.146751,0.237802,0.124371,0.156688,0.249338,0.13545,0.171816,0.264663,0.150401,0.186771,0.280441,0.219126,0.254797,0.358963,0.31252,0.346298,0.492669,0.112209,0.139092,0.231978,0.117447,0.148134,0.240653,0.127271,0.160337,0.253746,0.141358,0.17939,0.273033,0.168903,0.208425,0.303258,0.269522,0.310882,0.439511,0.379257,0.422628,0.610397,0.109571,0.137535,0.231324,0.117167,0.148787,0.242257,0.13062,0.166097,0.259088,0.146965,0.185653,0.27936,0.178093,0.217598,0.31749,0.31012,0.354586,0.52257,0.402689,0.452057,0.68004,0.10816,0.137304,0.230234,0.115271,0.147718,0.241635,0.129766,0.166217,0.258193,0.141924,0.179912,0.272614,0.179824,0.219493,0.334934,0.32961,0.376781,0.587675,0.380915,0.429726,0.670642,0.107099,0.137175,0.229895,0.114342,0.146918,0.240318,0.125849,0.162579,0.25382,0.136928,0.175181,0.269773,0.191543,0.232312,0.374471,0.32977,0.376681,0.605782,0.349413,0.396891,0.637523,cluster1
0.132576,0.154708,0.244748,0.144728,0.167649,0.261596,0.153621,0.177321,0.271365,0.154417,0.178159,0.271524,0.145578,0.169912,0.259861,0.154669,0.177435,0.264447,0.187282,0.207228,0.291328,0.128738,0.149718,0.239282,0.147653,0.173426,0.269547,0.172672,0.20148,0.29751,0.187101,0.217217,0.311462,0.193053,0.225996,0.318084,0.194505,0.22838,0.318671,0.190112,0.218946,0.307251,0.120319,0.144133,0.22994,0.156305,0.186838,0.282749,0.197157,0.232466,0.329571,0.257599,0.298253,0.391294,0.31652,0.36177,0.453402,0.294262,0.339723,0.432058,0.249162,0.289531,0.383046,0.155745,0.181842,0.26589,0.169669,0.204011,0.29879,0.220358,0.260812,0.358879,0.343318,0.391615,0.489187,0.447994,0.500785,0.597717,0.464997,0.516889,0.6147,0.389484,0.435571,0.531163,0.128109,0.156458,0.241783,0.173318,0.208392,0.302458,0.27657,0.316771,0.415977,0.333181,0.379851,0.479249,0.335016,0.385215,0.484553,0.333055,0.381988,0.481378,0.38636,0.431471,0.527218,0.136295,0.165531,0.25495,0.163987,0.198601,0.291726,0.286459,0.325773,0.425025,0.284878,0.330166,0.434047,0.225192,0.273188,0.376431,0.217668,0.264569,0.367763,0.210586,0.252576,0.349523,0.131431,0.1608,0.249198,0.152918,0.187512,0.280833,0.257016,0.297414,0.396795,0.277663,0.323978,0.42667,0.211585,0.261576,0.366648,0.200833,0.250872,0.356799,0.18221,0.225796,0.329144,cluster1
0.411539,0.450713,0.735033,0.431551,0.468322,0.742277,0.448621,0.482088,0.739847,0.463874,0.494261,0.737455,0.460503,0.491124,0.73289,0.471915,0.502165,0.74252,0.485717,0.516864,0.751329,0.388934,0.427985,0.691954,0.4089,0.448434,0.725857,0.416519,0.453729,0.726738,0.425065,0.460414,0.72959,0.428476,0.462555,0.730918,0.414755,0.446796,0.703935,0.38998,0.418432,0.646478,0.329774,0.364636,0.575915,0.359857,0.396573,0.630818,0.387834,0.425427,0.675651,0.404705,0.441723,0.695021,0.401878,0.434269,0.670344,0.380282,0.407345,0.615486,0.364782,0.38627,0.567713,0.225727,0.248718,0.372662,0.240447,0.263566,0.393094,0.265003,0.288371,0.426208,0.285349,0.308139,0.450757,0.297264,0.318962,0.460891,0.301837,0.320292,0.456525,0.305552,0.321239,0.449467,0.151063,0.166425,0.23681,0.156509,0.171954,0.243747,0.168699,0.183367,0.255592,0.189323,0.203351,0.278384,0.211757,0.225552,0.304818,0.230076,0.243677,0.32854,0.248583,0.261386,0.349838,0.132404,0.150099,0.221649,0.133641,0.151245,0.224052,0.138817,0.156696,0.228841,0.146211,0.163846,0.235242,0.157529,0.174789,0.244415,0.166774,0.183912,0.25242,0.180901,0.197884,0.265294,0.123385,0.14404,0.215518,0.121541,0.1418,0.214251,0.121891,0.142422,0.214641,0.125014,0.145778,0.217197,0.128918,0.149925,0.22011,0.135391,0.157155,0.226073,0.14562,0.167235,0.235154,cluster3
0.372306,0.379853,0.48352,0.408577,0.415016,0.533065,0.42397,0.422945,0.52283,0.439492,0.434666,0.528245,0.45935,0.447222,0.535731,0.469114,0.450794,0.535524,0.478737,0.461155,0.53943,0.318347,0.33009,0.418412,0.343495,0.347297,0.42267,0.387735,0.389191,0.47529,0.413311,0.412303,0.505538,0.440744,0.43273,0.523442,0.458342,0.444355,0.534359,0.488678,0.471228,0.554761,0.237862,0.250053,0.318746,0.255265,0.262466,0.321643,0.288916,0.292545,0.350816,0.330725,0.332321,0.400562,0.374133,0.372558,0.451996,0.407801,0.400645,0.485902,0.451471,0.438966,0.526225,0.165974,0.177482,0.23667,0.182757,0.193314,0.254064,0.196104,0.204181,0.261822,0.21771,0.223644,0.278085,0.250611,0.252973,0.304485,0.280565,0.279281,0.334232,0.326102,0.320877,0.377516,0.129023,0.141564,0.200487,0.140434,0.152764,0.215224,0.145583,0.156905,0.218208,0.157194,0.168267,0.225928,0.171345,0.179821,0.234652,0.189573,0.196108,0.249909,0.223771,0.226249,0.277775,0.12917,0.142805,0.200561,0.134889,0.149585,0.211063,0.131217,0.146058,0.208626,0.136985,0.149999,0.21095,0.145884,0.15903,0.216985,0.158771,0.172679,0.230151,0.183129,0.193396,0.248961,0.126086,0.144849,0.198137,0.131669,0.150465,0.208049,0.130135,0.14762,0.207143,0.131711,0.147746,0.207635,0.138417,0.15558,0.214809,0.146013,0.163263,0.22126,0.157808,0.174638,0.23094,cluster1
0.350784,0.339917,0.39215,0.372307,0.355548,0.402227,0.392728,0.369644,0.410453,0.413195,0.385162,0.420406,0.431418,0.399117,0.430164,0.445057,0.411212,0.439299,0.455895,0.421859,0.448562,0.302869,0.305788,0.366914,0.327154,0.323664,0.378388,0.354398,0.343933,0.390403,0.38258,0.365724,0.405753,0.406399,0.382739,0.418444,0.425876,0.396567,0.428088,0.444133,0.411517,0.43794,0.247967,0.261742,0.332019,0.265734,0.275411,0.342341,0.297117,0.298645,0.356971,0.333199,0.327241,0.375318,0.368102,0.355495,0.39595,0.396402,0.377435,0.41345,0.424274,0.398869,0.430275,0.210636,0.231687,0.305149,0.217994,0.236794,0.310739,0.236703,0.251788,0.322409,0.266362,0.274083,0.336754,0.303727,0.304331,0.356102,0.345106,0.337923,0.3804,0.386844,0.373474,0.409116,0.191541,0.217145,0.289727,0.193787,0.218794,0.292665,0.198733,0.222505,0.298994,0.212256,0.232239,0.306622,0.236152,0.249961,0.31789,0.275596,0.281076,0.338972,0.326579,0.323712,0.36945,0.181835,0.20962,0.282538,0.184,0.211672,0.283965,0.186901,0.214216,0.28842,0.190186,0.216025,0.292956,0.197438,0.220222,0.297004,0.217364,0.234459,0.305117,0.255834,0.265,0.325486,0.193872,0.221768,0.294032,0.18296,0.21031,0.282754,0.186416,0.21347,0.285976,0.187696,0.213766,0.288403,0.18689,0.21317,0.290229,0.194086,0.217761,0.293343,0.222513,0.242011,0.314027,cluster1
0.687162,0.579007,0.544129,0.692709,0.581686,0.545698,0.695143,0.580838,0.544022,0.698256,0.581476,0.545101,0.701959,0.583421,0.54843,0.705855,0.585481,0.552571,0.706567,0.584729,0.554342,0.692245,0.584331,0.547958,0.696691,0.585852,0.548711,0.698633,0.584741,0.547893,0.701688,0.585442,0.548809,0.704386,0.586361,0.550421,0.706327,0.586982,0.552951,0.707982,0.587043,0.555427,0.695263,0.582683,0.551146,0.697377,0.581947,0.550561,0.697998,0.580623,0.550404,0.700275,0.581322,0.551278,0.703433,0.582685,0.552453,0.705213,0.583329,0.553101,0.707445,0.584225,0.553738,0.69381,0.578002,0.551413,0.695965,0.576658,0.5512,0.697731,0.576039,0.551952,0.700848,0.577797,0.553799,0.704677,0.57984,0.555294,0.707922,0.581757,0.557144,0.711674,0.584345,0.558931,0.701966,0.580978,0.561656,0.703082,0.578538,0.559501,0.703955,0.577088,0.558074,0.707161,0.579792,0.559229,0.711216,0.583151,0.560303,0.71546,0.586667,0.56235,0.72144,0.590903,0.566441,0.708142,0.582578,0.566223,0.711081,0.581634,0.565173,0.710983,0.579226,0.562744,0.713291,0.581069,0.563171,0.716803,0.58435,0.563733,0.720467,0.587363,0.564807,0.725091,0.590404,0.567557,0.673357,0.552112,0.536757,0.696958,0.567231,0.551741,0.706881,0.573261,0.55779,0.707599,0.573429,0.557008,0.706256,0.571963,0.554459,0.707569,0.572589,0.553877,0.703864,0.569525,0.550324,cluster2
0.726208,0.571588,0.54595,0.742595,0.589436,0.562238,0.74209,0.589783,0.562232,0.741214,0.587788,0.560174,0.740972,0.58479,0.558263,0.740463,0.584262,0.558009,0.726481,0.569974,0.544847,0.739666,0.579575,0.552659,0.751813,0.594004,0.565959,0.754948,0.598263,0.569937,0.753194,0.597219,0.56894,0.750687,0.592852,0.565148,0.744549,0.588251,0.561999,0.731051,0.574992,0.54998,0.725974,0.56973,0.546164,0.744525,0.588545,0.563291,0.751477,0.596441,0.570376,0.753459,0.597749,0.570833,0.750694,0.592926,0.566094,0.745836,0.587986,0.561783,0.733992,0.578108,0.553115,0.681114,0.531289,0.5158,0.70703,0.557946,0.539086,0.726171,0.576499,0.554672,0.741196,0.588866,0.565171,0.742842,0.587621,0.564744,0.745292,0.589395,0.564258,0.731125,0.577017,0.552265,0.586852,0.458554,0.453278,0.607362,0.476974,0.469396,0.641791,0.508577,0.496708,0.668208,0.532257,0.517808,0.686234,0.546181,0.530459,0.698276,0.555296,0.538155,0.697448,0.552956,0.533993,0.441736,0.348979,0.353629,0.432251,0.343128,0.348912,0.443881,0.356177,0.358177,0.457703,0.368905,0.367691,0.478237,0.385289,0.384393,0.510162,0.411016,0.408822,0.543105,0.435013,0.428561,0.351545,0.2817,0.294217,0.372752,0.308388,0.321011,0.386864,0.325191,0.336068,0.398951,0.338198,0.348519,0.395153,0.33363,0.343257,0.407576,0.342464,0.350723,0.414988,0.343098,0.347096,cluster2
0.676204,0.526495,0.508653,0.658072,0.505309,0.485529,0.662472,0.509259,0.488277,0.686578,0.532892,0.511043,0.696892,0.543824,0.521604,0.672401,0.523762,0.502238,0.6733,0.530799,0.509596,0.719343,0.560616,0.541565,0.700334,0.536759,0.515616,0.697619,0.534337,0.512785,0.734733,0.570919,0.548629,0.716471,0.552413,0.529415,0.707565,0.548572,0.525782,0.707906,0.557068,0.534797,0.72703,0.567633,0.545756,0.728748,0.56603,0.542602,0.726573,0.563995,0.540788,0.745314,0.581981,0.559058,0.708258,0.545417,0.523439,0.711066,0.554162,0.533692,0.715643,0.566042,0.546172,0.701662,0.546752,0.526931,0.731524,0.579398,0.557823,0.734334,0.584452,0.562081,0.732004,0.582793,0.562428,0.696489,0.548354,0.529649,0.714881,0.56863,0.550593,0.721989,0.581092,0.562749,0.661582,0.521435,0.511873,0.701096,0.564587,0.553735,0.707668,0.571689,0.559425,0.687497,0.551004,0.538528,0.680857,0.544627,0.531703,0.700131,0.563644,0.550981,0.713251,0.580663,0.567002,0.468286,0.365926,0.365299,0.499136,0.401039,0.401069,0.511991,0.416825,0.416967,0.479147,0.386186,0.38494,0.495237,0.40404,0.402728,0.507406,0.418721,0.416437,0.543292,0.455898,0.451553,0.308173,0.252113,0.266334,0.270124,0.227652,0.24343,0.255317,0.222718,0.238667,0.248227,0.220738,0.236814,0.251631,0.224756,0.241657,0.25086,0.223616,0.239322,0.245682,0.221266,0.236569,cluster2
0.674308,0.610765,0.603912,0.695374,0.632516,0.624667,0.720852,0.655677,0.646271,0.722684,0.656865,0.647241,0.684877,0.619791,0.6108,0.67141,0.603753,0.595483,0.627868,0.55994,0.553692,0.410735,0.348706,0.342151,0.434812,0.37202,0.364315,0.43692,0.371743,0.364473,0.422508,0.356949,0.350205,0.424869,0.359678,0.354039,0.461758,0.391858,0.383837,0.462521,0.390469,0.382625,0.647216,0.564884,0.564334,0.623862,0.538273,0.536073,0.59694,0.508593,0.504934,0.604536,0.514809,0.51132,0.626383,0.536281,0.532162,0.613511,0.524943,0.518627,0.547177,0.462111,0.454168,0.624004,0.546941,0.551714,0.591315,0.51088,0.514211,0.557508,0.475136,0.477014,0.570315,0.48867,0.48974,0.622006,0.54219,0.54267,0.623904,0.545993,0.545023,0.535168,0.457014,0.45522,0.602875,0.528599,0.53495,0.58978,0.513465,0.518084,0.605077,0.521374,0.524521,0.578882,0.501578,0.50509,0.581048,0.507329,0.511667,0.597698,0.528493,0.533841,0.517545,0.449824,0.457558,0.441718,0.386969,0.404419,0.413053,0.357538,0.37314,0.453169,0.390501,0.403866,0.434909,0.375958,0.38937,0.417096,0.362483,0.375869,0.434845,0.383747,0.396292,0.404802,0.35444,0.36816,0.323865,0.295643,0.327391,0.299346,0.269433,0.299722,0.296152,0.267498,0.29684,0.306527,0.27673,0.304475,0.346391,0.315785,0.341669,0.36598,0.336028,0.360075,0.322014,0.291615,0.31517,cluster3
